stream,date,priordate,reach,year,growthwtmean,growthwtsd,growthwtq5,growthwtq25,growthwtq50,growthwtq75,growthwtq95,growthlenmean,growthlensd,growthlenq5,growthlenq25,growthlenq50,growthlenq75,growthlenq95
Upper Bar BC,2021-08-05,NA,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bar BC,2021-08-05,NA,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bar BC,2021-08-05,NA,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bar BC,2021-08-05,NA,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Bar BC,2021-08-20,2021-08-05,1,2021,-0.8504872000857366,4.830746621537532,-8.539558969747093,-4.040905357135436,-0.9317462825010574,2.1346393229837215,7.002497442053375,0.19583987197801536,1.2927703894424623,-2.0507880745050326,-0.5336180511569092,0.27214663013503204,0.8173488139488831,2.533723040360056
Upper Bar BC,2021-08-20,2021-08-05,2,2021,0.9220547070513171,4.381851621275093,-6.373266117188292,-1.917880483011872,0.6354011986954985,4.239925111466647,8.162831942656371,0.7986818135501015,1.1422302953648968,-1.5503635816735633,0.2963450838055574,0.8902092841634849,1.4876236754280647,2.601765225526964
Upper Bar BC,2021-08-20,2021-08-05,3,2021,4.763597196940865,2.7978464546695943,-0.026680902557843944,2.5299308113660253,5.473203680465534,6.864129447874387,8.539558969747093,1.5524341980744623,0.7624372136932157,0.26147142102187715,0.8173488139488831,1.64573385287684,2.201611245803846,2.605775391246746
Upper Bar BC,2021-08-20,2021-08-05,4,2021,1.7900396660967446,2.937632185921265,-2.4514985341687843,0,1.5759251870948694,4.126928056041488,6.911856275515801,0.9953160881295829,0.8174256134530267,-0.27214663013503204,0.44462613171999776,0.8902092841634849,1.4876236754280647,2.5964317784114885
Upper Bar BC,2021-09-09,2021-08-20,1,2021,6.966174327467768,3.557234420214109,1.038196823891222,4.722308044204256,7.026712780452926,9.538621147792584,12.42453324894,2.0156545659182106,1.0268916863088686,0.34385076984741325,1.3935670123451027,2.027325540540821,2.7428297587441874,3.6618394685661344
Upper Bar BC,2021-09-09,2021-08-20,2,2021,3.9437121349770328,4.87462920658386,-3.9746493743494384,0.5142396584722564,3.7222023747374795,7.106928404655802,12.18058242809284,1.165704243276014,1.3420383034709877,-0.8721512555536094,0.2106260472208038,0.9584950351987154,2.027325540540821,3.568832338813403
Upper Bar BC,2021-09-09,2021-08-20,3,2021,6.238454821041096,2.6542592539692706,2.209163761395197,4.167049648838078,6.189371780008087,8.047189562170502,10.729643074690799,1.6698250846581888,0.7264855016152495,0.28579206919974176,1.218110413288751,1.6823611831060645,2.137220074134698,2.87682072451781
Upper Bar BC,2021-09-09,2021-08-20,4,2021,3.7037179735485055,3.3819657695187604,-2.155782584171947,1.5682877942752083,4.011732362624685,6.065113199229268,8.613832988705516,1.170509818697616,0.9625786255995652,-0.5268025782891317,0.54599645982496,1.23430038965763,1.805066727686653,2.766926190923933
Upper Bar BC,2021-10-09,2021-09-09,1,2021,2.570229447746286,1.9969561892358287,-0.4901584854143379,1.0430417074780003,2.5150846067388857,4.006488229721968,5.935287228766432,0.6025419675147587,0.6287286024068729,-0.48193742937035966,0.17097764795850198,0.6368507892090314,1.0455251961834728,1.6665198384302902
Upper Bar BC,2021-10-09,2021-09-09,2,2021,5.216910301768534,3.5303208068153364,-0.7695329563353256,3.0543024395805163,5.722082675561373,7.760490905594995,10.272233186941087,1.5218748297875344,1.0231002489518968,-0.40342485763429553,0.8450140361946905,1.6594614274639314,2.2504289168575577,3.0026218177939645
Upper Bar BC,2021-10-09,2021-09-09,3,2021,2.529204594345353,1.7379537639562026,0,1.3632257955312217,2.1853642041362673,3.5817157902968306,5.670350336533081,0.8208761314298888,0.5399040619780935,0.06873095734245105,0.47216839021008966,0.7146995711515173,1.1344193531240105,1.9048341519414185
Upper Bar BC,2021-10-09,2021-09-09,4,2021,4.867227930967768,2.3436912416476208,1.1889164797957747,3.3336870591957046,4.620981203732969,6.139232966009055,9.575736517203502,1.3292717834871435,0.718351885889299,0.2353918907131769,0.8594303643403316,1.2925517700292133,1.768760836873901,2.533178766360105
Upper Bar BC,2021-11-04,2021-10-09,1,2021,1.6687190125091234,1.753970826402176,-1.0901196878961636,0.49166681349955704,1.6104243648391734,2.8563761781657675,4.65498036577083,0.5997026936911732,0.623715650951119,-0.4230803662089568,0.1562224213215997,0.5678307646387104,0.984359131296925,1.7471356626061398
Upper Bar BC,2021-11-04,2021-10-09,2,2021,-0.17129449875615682,2.8088998543278434,-4.249471907346101,-2.020863166104397,-0.2758946850165076,1.2721890951252681,4.23834328388457,-0.028622369235512434,0.9559955988284722,-1.4143260774050659,-0.7012367568998266,-0.06993777725168293,0.49166681349955743,1.844511847161101
Upper Bar BC,2021-11-04,2021-10-09,3,2021,0.5550733950616875,1.9764019581289833,-3.2426435686571544,-0.4340608261848254,0.6765025633217854,1.8357891217140991,3.466441744030865,0.2911987864474467,0.6361127643971096,-0.9669174330386728,0,0.32339660465592845,0.7133911690280579,1.294123987004665
Upper Bar BC,2021-11-04,2021-10-09,4,2021,1.7072748334939676,2.306044977112639,-2.05753189130643,0.2748421691620956,1.7687903810775034,3.349809978309211,5.1999818866614165,0.49649421166333374,0.7715610881084206,-0.7565780547925176,0,0.5039548554092473,1.0418267466746158,1.7471356626061398
Blacktail,2021-08-05,NA,1,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blacktail,2021-08-05,NA,2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blacktail,2021-08-05,NA,3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blacktail,2021-08-05,NA,4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blacktail,2021-08-20,2021-08-05,1,2021,0.7446550686138987,4.021665674251334,-5.154599254889878,-1.917880483011875,0.46215497763764324,3.159197839198179,8.109302162163289,0.22799584712625473,0.9417275099766741,-1.0689510005011964,-0.28373076279197385,0,0.7555245687133549,2.201611245803846
Blacktail,2021-08-20,2021-08-05,2,2021,1.4067314686186068,4.591422097347376,-5.323384641451813,-1.3378046364143437,1.1136938977544404,3.40550415843994,9.241962407465936,0.10798124407854308,1.0913094246517692,-1.5453440937154965,-0.5336180511569092,0,0.5558773929270059,1.9899532570399774
