variable,x,y
UpperSnake_Elevation,1558.1466186523437,0.0074443574994802475
UpperSnake_Elevation,1562.863784375,0.0074443574994802475
UpperSnake_Elevation,1567.5809500976561,0.0074443574994802475
UpperSnake_Elevation,1572.2981158203124,0.0074443574994802475
UpperSnake_Elevation,1577.0152815429688,0.0074443574994802475
UpperSnake_Elevation,1581.7324472656248,0.0074443574994802475
UpperSnake_Elevation,1586.4496129882812,0.0074443574994802475
UpperSnake_Elevation,1591.1667787109375,0.0074443574994802475
UpperSnake_Elevation,1595.8839444335938,0.0074443574994802475
UpperSnake_Elevation,1600.60111015625,0.0074443574994802475
UpperSnake_Elevation,1605.3182758789062,0.0074443574994802475
UpperSnake_Elevation,1610.0354416015625,0.0074443574994802475
UpperSnake_Elevation,1614.7526073242186,0.0074443574994802475
UpperSnake_Elevation,1619.469773046875,0.0074443574994802475
UpperSnake_Elevation,1624.1869387695313,0.0074443574994802475
UpperSnake_Elevation,1628.9041044921873,0.0074443574994802475
UpperSnake_Elevation,1633.6212702148437,0.0074443574994802475
UpperSnake_Elevation,1638.3384359375,0.0074443574994802475
UpperSnake_Elevation,1643.0556016601563,0.0074443574994802475
UpperSnake_Elevation,1647.7727673828124,0.0074443574994802475
UpperSnake_Elevation,1652.4899331054687,0.0074443574994802475
UpperSnake_Elevation,1657.207098828125,0.0074443574994802475
UpperSnake_Elevation,1661.9242645507811,0.0074443574994802475
UpperSnake_Elevation,1666.6414302734374,0.0074443574994802475
UpperSnake_Elevation,1671.3585959960938,0.0074443574994802475
UpperSnake_Elevation,1676.0757617187498,0.0074443574994802475
UpperSnake_Elevation,1680.7929274414062,0.0074443574994802475
UpperSnake_Elevation,1685.5100931640625,0.0074443574994802475
UpperSnake_Elevation,1690.2272588867186,0.0074443574994802475
UpperSnake_Elevation,1694.944424609375,0.0074443574994802475
UpperSnake_Elevation,1699.6615903320312,0.0074443574994802475
UpperSnake_Elevation,1704.3787560546875,0.0074443574994802475
UpperSnake_Elevation,1709.0959217773436,0.0074443574994802475
UpperSnake_Elevation,1713.8130875,0.0074443574994802475
UpperSnake_Elevation,1718.5302532226563,0.0074443574994802475
UpperSnake_Elevation,1723.2474189453123,0.0074443574994802475
UpperSnake_Elevation,1727.9645846679687,0.0074443574994802475
UpperSnake_Elevation,1732.681750390625,0.0074443574994802475
UpperSnake_Elevation,1737.398916113281,0.0074443574994802475
UpperSnake_Elevation,1742.1160818359374,0.0074443574994802475
UpperSnake_Elevation,1746.8332475585937,0.0074443574994802475
UpperSnake_Elevation,1751.5504132812498,0.0074443574994802475
UpperSnake_Elevation,1756.2675790039061,0.0077556436881423
UpperSnake_Elevation,1760.9847447265624,0.008769100531935692
UpperSnake_Elevation,1765.7019104492188,0.009913680143654346
UpperSnake_Elevation,1770.4190761718748,0.01120598241686821
UpperSnake_Elevation,1775.1362418945312,0.012664607726037502
UpperSnake_Elevation,1779.8534076171875,0.014310367405414581
UpperSnake_Elevation,1784.5705733398436,0.01616651564836502
UpperSnake_Elevation,1789.2877390625,0.01825898326933384
UpperSnake_Elevation,1794.0049047851562,0.020616641268134117
UpperSnake_Elevation,1798.7220705078125,0.02327154390513897
UpperSnake_Elevation,1803.4392362304686,0.026259200647473335
UpperSnake_Elevation,1808.156401953125,0.02961883321404457
UpperSnake_Elevation,1812.873567675781,0.033393606543540955
UpperSnake_Elevation,1817.5907333984374,0.03763085603713989
UpperSnake_Elevation,1822.3078991210937,0.04238224774599075
UpperSnake_Elevation,1827.02506484375,0.04770389571785927
UpperSnake_Elevation,1831.7422305664063,0.053656380623579025
UpperSnake_Elevation,1836.4593962890624,0.0603046640753746
UpperSnake_Elevation,1841.1765620117187,0.06771785020828247
UpperSnake_Elevation,1845.8937277343748,0.07226048409938812
UpperSnake_Elevation,1850.6108934570311,0.07605709880590439
UpperSnake_Elevation,1855.3280591796874,0.08003609627485275
UpperSnake_Elevation,1860.0452249023438,0.08420440554618835
UpperSnake_Elevation,1864.7623906249999,0.08856913447380066
UpperSnake_Elevation,1869.4795563476562,0.09313710033893585
UpperSnake_Elevation,1874.1967220703125,0.09791548550128937
UpperSnake_Elevation,1878.9138877929686,0.10291134566068649
UpperSnake_Elevation,1883.631053515625,0.10813169181346893
UpperSnake_Elevation,1888.3482192382812,0.11358346790075302
UpperSnake_Elevation,1893.0653849609373,0.11888238042593002
UpperSnake_Elevation,1897.7825506835936,0.11449387669563293
UpperSnake_Elevation,1902.49971640625,0.1091582402586937
UpperSnake_Elevation,1907.216882128906,0.1040421724319458
UpperSnake_Elevation,1911.9340478515624,0.09913934022188187
UpperSnake_Elevation,1916.6512135742187,0.09444331377744675
UpperSnake_Elevation,1921.368379296875,0.0899476483464241
UpperSnake_Elevation,1926.0855450195313,0.08564585447311401
UpperSnake_Elevation,1930.8027107421874,0.08153147995471954
UpperSnake_Elevation,1935.5198764648437,0.07759808748960495
UpperSnake_Elevation,1940.2370421874998,0.07383930683135986
UpperSnake_Elevation,1944.9542079101561,0.07024881988763809
UpperSnake_Elevation,1949.6713736328124,0.066820427775383
UpperSnake_Elevation,1954.3885393554688,0.0635480061173439
UpperSnake_Elevation,1959.1057050781249,0.06042554974555969
UpperSnake_Elevation,1963.8228708007812,0.05744718387722969
UpperSnake_Elevation,1968.5400365234373,0.05460716784000397
UpperSnake_Elevation,1973.2572022460936,0.051899898797273636
UpperSnake_Elevation,1977.97436796875,0.04931991174817085
UpperSnake_Elevation,1982.6915336914062,0.046861909329891205
UpperSnake_Elevation,1987.4086994140623,0.04452073201537132
UpperSnake_Elevation,1992.1258651367186,0.04229138791561127
UpperSnake_Elevation,1996.8430308593747,0.04016904532909393
UpperSnake_Elevation,2001.560196582031,0.038149017840623856
UpperSnake_Elevation,2006.2773623046874,0.0362267941236496
UpperSnake_Elevation,2010.9945280273437,0.03439800813794136
UpperSnake_Elevation,2015.71169375,0.03265846520662308
UpperSnake_Elevation,2020.428859472656,0.031004110351204872
UpperSnake_Elevation,2025.1460251953124,0.02943105250597
UpperSnake_Elevation,2029.8631909179687,0.02793554589152336
UpperSnake_Elevation,2034.5803566406248,0.026513993740081787
UpperSnake_Elevation,2039.2975223632811,0.025162944570183754
UpperSnake_Elevation,2044.0146880859375,0.02387908659875393
